,CountryCode,IataCode,CityCode,CityName,AirportName
2426,CN,JSJ,JSJ,Jiansanjiang,Jiansanjiang
2427,CN,ERL,ERL,Erenhot,Erenhot Saiwusu International
2428,CA,YEK,YEK,Arviat,Arviat
2429,ES,ILD,ILD,Lleida,Lleida–Alguaire
2430,BI,BJM,BJM,Bujumbura,Bujumbura International
2431,CN,PZI,PZI,Panzhihua,Panzhihua Bao anying
2432,MK,SKP,SKP,Skopje,Skopje  Alexander the Great 
2433,PE,CHH,CHH,Chachapoyas,Chachapoyas Airport
2434,VN,VKG,VKG,Rạch Giá,Rach Gia
2435,ZA,JNB,JNB,Johannesburg,O. R. Tambo International
2436,CA,YQR,YQR,Regina,Regina International
2437,US,MKE,MKE,Milwaukee,General Mitchell International
2438,GR,GPA,GPA,Patras,Araxos
2439,IN,JRG,JRG,Jhārsuguda,Jharsuguda Airport
2440,DE,SXF,BER,Berlin,Berlin Schönefeld
2441,MX,CUL,CUL,Culiacán,Bachigualato Federal International
2442,JP,SHM,SHM,Shirahama,Nanki–Shirahama
2443,SE,BMA,STO,Stockholm,Stockholm Bromma
2444,SC,PRI,PRI,Praslin,Praslin Island
2445,IN,TRV,TRV,Thiruvananthapuram,Trivandrum International
2446,GH,TML,TML,Tamale,Tamale
2447,SE,KID,KID,Kristianstad,Kristianstad
2448,LK,KCT,KCT,Koggala,Koggala
2449,BR,JPR,JPR,Ji-Paraná,Ji-Paraná
2450,VN,THD,THD,Thanh Hoa Province,Thanh Hoa Tho Xuan
2451,AU,MEB,MEL,Melbourne,Essendon
2452,US,LIT,LIT,Little Rock,Clinton National
2453,MZ,VNX,VNX,Vilankulo,Vilankulo
2454,BZ,CYD,SQS,San Ignacia,Maya Flats
2455,BO,CBB,CBB,Cochabamba,Jorge Wilstermann International
2456,AT,GRZ,GRZ,Graz,Graz
2457,US,SPN,SPN,Saipan,Saipan International
2458,ID,SUB,SUB,Surabaya,Juanda International
2459,US,BUR,BUR,Burbank,Hollywood Burbank
2460,IN,DMU,DMU,Dimapur,Dimapur
2461,IN,SHL,SHL,Shillong,Shillong
2462,DE,LEJ,LEJ,Leipzig,Leipzig/Halle Airport
2463,CN,ENH,ENH,Enshi City,Enshi Xujiaping
2464,SN,DSS,DKR,Dakar,Blaise Diagne International Airport
2465,CN,CIF,CIF,Chifeng,Chifeng Yulong
2466,RU,REN,REN,Orenburg,Orenburg Tsentralny
2467,ID,DUM,DUM,Dumai,Pinang Kampai
2468,CA,YEG,YEA,Edmonton,Edmonton International
2469,NP,JKR,JKR,Janakpur,Janakpur
2470,PH,BCD,BCD,Bacolod,Bacolod–Silay
2471,BZ,BCV,BZE,Belize City,Hector Silva Airstrip
2472,MX,DGO,DGO,Durango,Durango International
2473,CN,JUZ,JUZ,Quzhou,Quzhou
2474,JP,OGN,OGN,Yonaguni,Yonaguni
2475,US,IPT,IPT,Williamsport,Williamsport Regional
2476,US,DRO,DRO,Durango,Durango–La Plata County
2477,AI,AXA,AXA,Anguilla,Clayton J. Lloyd International
2478,PH,TAG,TAG,Panglao,Bohol-Panglao International
2479,GR,ZTH,ZTH,Zakynthos Island,Zakynthos International
2480,TH,CNX,CNX,Chiang Mai,Chiang Mai International
2481,SB,VAO,VAO,Suavanao,Suavanao
2482,US,LAR,LAR,Laramie,Laramie Regional
2483,BR,OPS,OPS,"Sinop, Mato Grosso",Sinop
2484,CN,XMN,XMN,Xiamen,Xiamen Gaoqi International
2485,IN,TEZ,TEZ,Tezpur,Tezpur
2486,CN,NDG,NDG,Qiqihar,Qiqihar Sanjiazi
2487,US,ABR,ABR,Aberdeen,Aberdeen Regional
2488,BZ,DGA,DGA,Dangriga,Dangriga
2489,PF,AHE,AHE,Ahe,Ahe
2490,PK,KHI,KHI,Karachi,Jinnah International
2491,GG,GCI,GCI,Saint Peter Port,Guernsey
2492,BR,GRU,SAO,São Paulo,São Paulo–Guarulhos International
2493,US,DVL,DVL,Devils Lake,Devils Lake Regional
2494,MX,SLW,SLW,Saltillo,Plan de Guadalupe International
2495,RU,KVR,KVR,Kavalerovo,Kavalerovo
2496,US,HVR,HVR,Havre,Havre City–County
2497,PF,RFP,RFP,Raiatea,Raiatea
2498,US,GJT,GJT,Grand Junction,Grand Junction Regional
2499,ID,KBU,KBU,Kotabaru Regency,Gusti Syamsir Alam
2500,US,DDC,DDC,Dodge City,Dodge City Regional
2501,IS,EGS,EGS,Egilsstaðir,Egilsstaðir
2502,FR,TUF,TUF,Tours,Tours Val de Loire
2503,MA,AGA,AGA,Agadir,Agadir–Al Massira
2504,GL,SRK,SRK,Siorapaluk,Siorapaluk Heliport
2505,RU,SYS,SYS,Saskylakh,Saskylakh
2506,BR,MAO,MAO,Manaus,Eduardo Gomes International
2507,PF,RVV,RVV,Raivavae,Raivavae
2508,CA,YHY,YHY,Hay River,Hay River/Merlyn Carter
2509,PG,LSA,LSA,Kiriwina,Losuia
2510,LA,ODY,ODY,Muang Xay,Oudomsay
2511,MM,MYT,MYT,Myitkyina,Myitkyina
2512,CA,YPJ,YPJ,Aupaluk,Aupaluk
2513,CH,ACH,ACH,Thal,St. Gallen–Altenrhein
2514,ZZ,GIL,GIL,Gilgit,Gilgit
2515,CN,JDZ,JDZ,Jingdezhen,Jingdezhen Luojia
2516,NO,TRD,TRD,Trondheim,"Trondheim Airport, Værnes"
2517,RU,KUF,KUF,Samara,Kurumoch International
2518,JP,ASJ,ASJ,Amami,Amami
2519,CN,TXN,TXN,Huangshan City,Huangshan Tunxi International
2520,CA,YNP,YNP,Natuashish,Natuashish
2521,BR,UBA,UBA,Uberaba,Uberaba
2522,HT,PAP,PAP,Port-au-Prince,Toussaint Louverture International
2523,GR,HER,HER,Heraklion,Heraklion International
2524,IN,CCJ,CCJ,Kozhikode,Calicut International
2525,RU,CSY,CSY,Cheboksary,Cheboksary
2526,US,LUK,CVG,Cincinnati,Cincinnati Municipal Lunken
2527,ID,ARD,ARD,Alor Island,Alor Island
2528,ES,BCN,BCN,Barcelona,Barcelona–El Prat
2529,IN,UDR,UDR,Udaipur,Maharana Pratap
2530,TT,TAB,TAB,Tobago,Arthur Napoleon Raymond Robinson International
2531,US,MSO,MSO,Missoula,Missoula International
2532,US,BET,BET,Bethel,Bethel
2533,RU,UCT,UCT,Ukhta,Ukhta
2534,UZ,NVI,NVI,Navoiy,Navoi International
2535,SR,PBM,PBM,Paramaribo,Johan Adolf Pengel International
2536,CN,RLK,RLK,Bayannur,Bayannur Tianjitai
2537,VN,VCS,VCS,Côn Sơn Island,Con Dao
2538,FR,CFR,CFR,Caen,Caen – Carpiquet
2539,US,BHB,BHB,Bar Harbor,Hancock County-Bar Harbor
2540,CA,YVM,YVM,Qikiqtarjuaq,Qikiqtarjuaq
2541,FI,TMP,TMP,Tampere,Tampere–Pirkkala
2542,ZZ,EUN,EUN,Laayoune,Hassan I
2543,MX,PAZ,PAZ,Poza Rica,El Tajín National
2544,MU,RRG,RRG,Rodrigues,Sir Gaëtan Duval
2545,ZA,ELS,ELS,East London,East London
2546,NL,SAB,SAB,Saba,Juancho E. Yrausquin
2547,US,VLD,VLD,Valdosta,Valdosta Regional
2548,RU,KVK,KVK,Kirovsk,Kirovsk-Apatity
2549,US,DLG,DLG,Dillingham,Dillingham
2550,MM,HOX,HOX,Homalin,Homalin
2551,AU,NTL,NTL,City of Newcastle,Newcastle
2552,ID,FLZ,FLZ,Sibolga,Ferdinand Lumban Tobing
2553,KG,OSS,OSS,Osh,Osh
2554,DK,BLL,BLL,Billund,Billund
2555,MX,TLC,TLC,Toluca,Toluca International
2556,GR,KVA,KVA,Kavala,Kavala International
2557,US,PNS,PNS,Pensacola,Pensacola International
2558,MX,CUU,CUU,Chihuahua,Chihuahua International
2559,NZ,TRG,TRG,Tauranga,Tauranga
2560,CR,PJM,PJM,Puerto Jiménez,Puerto Jiménez
2561,FI,KAJ,KAJ,Kajaani,Kajaani
2562,US,PHL,PHL,Philadelphia,Philadelphia International
2563,MX,HUX,HUX,Huatulco,Bahías de Huatulco International
2564,US,MDT,HAR,Harrisburg,Harrisburg International
2565,NP,BIR,BIR,Biratnagar,Biratnagar
2566,IN,AGX,AGX,Agatti Island,Agatti Aerodrome
2567,RU,LPK,LPK,Lipetsk,Lipetsk
2568,AU,KWM,KWM,Kowanyama,Kowanyama
2569,IN,KLH,KLH,Kolhapur,Kolhapur Airport
2570,BD,CXB,CXB,Cox's Bazar,Cox's Bazar
2571,IN,NDC,NDC,Nanded,Shri Guru Gobind Singh Ji
2572,PH,CEB,CEB,Cebu,Mactan–Cebu International
2573,AU,PKE,PKE,Parkes,Parkes
2574,US,BQK,SSI,Brunswick,Brunswick Golden Isles
2575,CL,PMC,PMC,Puerto Montt,El Tepual International
2576,CY,LCA,LCA,Larnaca,Larnaca International
2577,ZA,MQP,NLP,Nelspruit,Kruger Mpumalanga International
2578,IN,IXA,IXA,Agartala,Agartala
2579,CN,JIC,JIC,Jinchang,Jinchang Jinchuan
2580,KH,PNH,PNH,Phnom Penh,Phnom Penh International
2581,US,BIL,BIL,Billings,Billings Logan International
2582,FR,BOD,BOD,Bordeaux,Bordeaux–Mérignac
2583,RU,RGK,RGK,Gorno-Altaysk,Gorno-Altaysk
2584,AU,MRZ,MRZ,Moree,Moree
2585,BR,JDO,JDO,Juazeiro do Norte,Juazeiro do Norte
2586,BR,PET,PET,Pelotas,Pelotas International
2587,AR,TUC,TUC,San Miguel de Tucumán,Teniente General Benjamín Matienzo International
2588,FR,ETZ,ETZ,Metz,Metz–Nancy–Lorraine
2589,VN,PQC,PQC,Phú Quốc,Phu Quoc International Airport
2590,CN,SHF,SHF,Shihezi,Shihezi Huayuan
2591,US,BKW,BKW,Beckley,Raleigh County Memorial
2592,NE,NIM,NIM,Niamey,Diori Hamani International
2593,RO,SCV,SCV,Suceava,Suceava International
2594,SB,RNL,RNL,Rennell Island,Rennell/Tingoa
2595,US,ILM,ILM,Wilmington,Wilmington International
2596,IR,LRR,LRR,Lar,Larestan International
2597,US,CAE,CAE,Columbia,Columbia Metropolitan
2598,MX,PDS,PDS,Piedras Negras,Piedras Negras International
2599,BF,BOY,BOY,Bobo-Dioulasso,Bobo Dioulasso
2600,CV,SID,SID,Sal,Amílcar Cabral International
2601,ES,ALC,ALC,Alicante,Alicante–Elche
2602,ID,BMU,BMU,Bima,Sultan Muhammad Salahudin
2603,MY,MUR,MUR,Marudi,Marudi
2604,IN,IDR,IDR,Indore,Devi Ahilya Bai Holkar
2605,ZA,BFN,BFN,Bloemfontein,Bloemfontein
2606,IN,CNN,CNN,Kannur,Kannur International Airport
2607,IT,OLB,OLB,Olbia,Olbia Costa Smeralda
2608,US,TPA,TPA,Tampa,Tampa International
2609,CD,MJM,MJM,Mbuji-Mayi,Mbuji Mayi
2610,RO,IAS,IAS,Iași,Iași International
2611,GR,EFL,EFL,Cephalonia,Kephalonia International
2612,AU,LDH,LDH,Lord Howe Island,Lord Howe Island
2613,PG,WWK,WWK,Wewak,Wewak
2614,DE,HDF,HDF,Heringsdorf,Heringsdorf
2615,IT,PMF,PMF,Parma,Parma
2616,US,MYR,MYR,Myrtle Beach,Myrtle Beach International
2617,US,ECP,ECP,Panama City,Northwest Florida Beaches International
2618,ID,WGP,WGP,Waingapu,Umbu Mehang Kunda
2619,IN,SXR,SXR,Srinagar,Srinagar International
2620,SA,AHB,AHB,Abha,Abha Regional
2621,NO,TOS,TOS,Tromsø,"Tromsø Airport, Langnes"
2622,ID,HLP,JKT,Jakarta,Halim Perdanakusuma International
2623,AU,LST,LST,City of Launceston,Launceston
2624,NI,MGA,MGA,Managua,Augusto C. Sandino International
2625,RU,NGK,NGK,Nogliki,Nogliki
2626,ID,PSU,PSU,Putussibau,Pangsuma
2627,CI,BYK,BYK,Bouaké,Bouaké
2628,JP,HKD,HKD,Hakodate,Hakodate
2629,JP,IZO,IZO,Izumo,Izumo
2630,PH,IAO,IAO,Del Carmen,Sayak
2631,CA,YHM,YHM,Hamilton,John C. Munro Hamilton International
2632,CN,RKZ,RKZ,Shigatse,Shigatse Peace
2633,TW,MFK,MFK,Matsu Islands,Matsu Beigan
2634,AU,TCA,TCA,Tennant Creek,Tennant Creek
2635,US,CDV,CDV,Cordova,Merle K. (Mudhole) Smith
2636,JP,SYO,SYO,Shonai,Shonai
2637,US,CRW,CRW,Charleston,Yeager
2638,IS,IFJ,IFJ,Ísafjörður,Ísafjörður
2639,SA,EAM,EAM,Najran,Najran Regional Airport
2640,CN,DSN,DSN,Ordos City,Ordos Ejin Horo
2641,TR,BGG,BGG,Bingöl,Bingöl
2642,PG,KVG,KVG,Kavieng,Kavieng
2643,UA,CWC,CWC,Chernivtsi,Chernivtsi International
2644,CA,XTL,XTL,Tadoule Lake,Tadoule Lake
2645,IN,JDH,JDH,Jodhpur,Jodhpur
2646,CR,TMU,TMU,Tambor,Tambor
2647,US,JLN,JLN,Joplin,Joplin Regional
2648,US,MFE,MFE,McAllen,McAllen Miller International
2649,GB,SOY,SOY,Stronsay,Stronsay
2650,BR,SSA,SSA,Salvador,Deputado Luís Eduardo Magalhães International
2651,BR,UDI,UDI,Uberlândia,Uberlandia
2652,CA,YYC,YYC,Calgary,Calgary International
2653,JP,FUK,FUK,Fukuoka,Fukuoka
2654,CH,BSL,EAP,Basel,EuroAirport Basel Mulhouse Freiburg
2655,IN,CCU,CCU,Kolkata,Netaji Subhas Chandra Bose International
2656,SA,WAE,WAE,Wadi ad-Dawasir,Wadi al-Dawasir Domestic
2657,US,HHH,HHH,Hilton Head Island,Hilton Head
2658,US,MGM,MGM,Montgomery,Montgomery Regional
2659,CN,SWA,SWA,Shantou,Jieyang Chaoshan International
2660,CA,YHU,YMQ,Montreal,Montreal Saint-Hubert Longueuil
2661,IT,PEG,PEG,Perugia,San Francesco d Assisi
2662,CN,BFJ,BFJ,Bijie,Bijie Feixiong
2663,CN,MFM,MFM,Macau,Macau International
2664,RU,TLK,TLK,"Vitim, Sakha Republic",Talakan
2665,BR,AFL,AFL,Alta Floresta,Alta Floresta
2666,RU,PYJ,PYJ,Udachny,Polyarny
2667,US,BRO,BRO,Brownsville,Brownsville/South Padre Island International
2668,VN,PXU,PXU,Pleiku,Pleiku
2669,US,MAF,MAF,Midland,Midland International Air and Space Port
2670,RU,KZN,KZN,Kazan,Kazan International
2671,MY,LWY,LWY,Lawas,Lawas
2672,TH,SNO,SNO,Sakon Nakhon,Sakon Nakhon
2673,RU,DKS,DKS,Dikson,Dikson
2674,EG,MUH,MUH,Mersa Matruh,Mersa Matruh Airport
2675,FR,XCR,PAR,Paris,Châlons Vatry
2676,RW,KGL,KGL,Kigali,Kigali International
2677,AR,SFN,SFN,Santa Fe,Sauce Viejo
2678,DZ,GHA,GHA,Ghardaïa,Noumérat – Moufdi Zakaria
2679,PG,TFI,TFI,Tufi,Tufi
2680,MN,ULN,ULN,Ulaanbaatar,Chinggis Khaan International
2681,BR,IOS,IOS,Ilhéus,Ilhéus Jorge Amado
2682,CO,IBE,IBE,Ibagué,Perales
2683,BR,MEA,MEA,Macaé,Macaé Airport
2684,US,SIG,SJU,San Juan,Fernando Luis Ribas Dominicci
2685,US,ORF,ORF,Norfolk,Norfolk International
2686,US,LCK,CMH,Columbus,Rickenbacker International
2687,CN,KGT,KGT,Kangding,Kangding
2688,PE,PEM,PEM,Puerto Maldonado,Padre Aldamiz International
2689,BS,RSD,RSD,Rock Sound,Rock Sound International
2690,CV,RAI,RAI,Praia,Nelson Mandela International
2691,US,CDR,CDR,Chadron,Chadron Municipal
2692,AU,ARM,ARM,Armidale,Armidale
2693,US,CMH,CMH,Columbus,John Glenn Columbus International
2694,KE,ANA,MRE,Maasai Mara,Maasai Mara Angama
2695,QA,DOH,DOH,Doha,Hamad International
2696,CA,YXU,YXU,London,London International
2697,RU,ULK,ULK,Lensk,Lensk
2698,IN,IXM,IXM,Madurai,Madurai
2699,PH,RXS,RXS,"Roxas, Capiz",Roxas
2700,US,TKE,TKE,Tenakee Springs,Tenakee Seaplane Base
2701,AU,BQL,BQL,Boulia,Boulia
2702,MX,TGZ,TGZ,Tuxtla Gutiérrez,Tuxtla Gutiérrez International
2703,CN,GMQ,GMQ,Golog Tibetan Autonomous Prefecture,Golog Maqin
2704,CN,AVA,AVA,Anshun,Anshun Huangguoshu
2705,ID,LBJ,LBJ,Labuan Bajo,Komodo
2706,IE,ORK,ORK,Cork,Cork
2707,US,HOU,HOU,Houston,William P. Hobby
2708,DE,MUC,MUC,Munich,Munich
2709,CA,YCG,YCG,Castlegar,West Kootenay Regional
2710,TH,UTP,UTP,Pattaya,U-Tapao International
2711,TH,KBV,KBV,Krabi,Krabi
2712,FR,LPY,LPY,Le Puy-en-Velay,Le Puy – Loudes
2713,IT,PMO,PMO,Palermo,Falcone–Borsellino
2714,CN,DAX,DAX,Dazhou,Dazhou Heshi
2715,LK,BTC,BTC,Batticaloa,Batticaloa
2716,CA,YPM,YPM,Pikangikum First Nation,Pikangikum
2717,NG,LOS,LOS,Lagos,Murtala Muhammed International
2718,ID,SQG,SQG,Sintang Regency,Sintang
2719,CA,YMN,YMN,Makkovik,Makkovik
2720,US,MBS,MBS,Saginaw,MBS International
2721,BR,SJK,SJK,Sao Jose Dos Campos,Aeroporto Internacional de São José dos Campos
2722,CA,YFH,YFH,Eabametoong First Nation,Fort Hope Airport
2723,KZ,CIT,CIT,Shymkent,Shymkent International
2724,ZA,GRJ,GRJ,George,George
2725,SB,BAS,BAS,Balalae Island,Balalae
2726,BS,GHB,GHB,Governor's Harbour,Governor's Harbour
2727,RU,SKX,SKX,Saransk,Saransk
2728,SA,TUI,TUI,Turaif,Turaif Domestic
2729,US,EAR,EAR,Kearney,Kearney Regional
2730,RU,MJZ,MJZ,Mirny,Mirny
2731,BZ,SPR,SPR,San Pedro Town,San Pedro
2732,CO,UIB,UIB,Quibdó,El Caraño
2733,GR,ATH,ATH,Athens,Athens International
2734,ID,DOB,DOB,Dobo,Dobo
2735,MG,DIE,DIE,Antsiranana,Arrachart
2736,RU,VYI,VYI,Vilyuysk,Vilyuysk
2737,US,GRB,GRB,Green Bay,Green Bay–Austin Straubel International
2738,BR,GIG,RIO,Rio de Janeiro,Rio de Janeiro–Galeão International
2739,SA,ABT,ABT,Al Bahah,Al-Baha Domestic
2740,RU,ZKP,ZKP,"Zyryanka, Sakha Republic",Zyryanka West
2741,ID,YIA,JOG,Yogyakarta,Yogyakarta International Airport
2742,BR,PNZ,PNZ,Petrolina,Petrolina
2743,MX,VER,VER,Veracruz,Veracruz International
2744,ET,JIM,JIM,Jimma,Aba Segud
2745,JP,ONJ,ONJ,Odate,Odate–Noshiro
2746,NZ,NSN,NSN,Nelson,Nelson
2747,ID,CGK,JKT,Jakarta,Soekarno–Hatta International
2748,LY,BEN,BEN,Benghazi,Benina International
2749,BH,BAH,BAH,Bahrain Island,Bahrain International
2750,GL,CNP,OBY,Ittoqqortoormiit,Nerlerit Inaat
2751,AR,AEP,BUE,Buenos Aires,Aeroparque Jorge Newbery
2752,JP,OKA,OKA,Okinawa Island,Naha
2753,MX,CVM,CVM,Ciudad Victoria,Ciudad Victoria International
2754,RU,URS,URS,Kursk,Kursk Vostochny
2755,US,SHD,SHD,"Staunton, Virginia",Shenandoah Valley Regional
2756,RU,KEJ,KEJ,Kemerovo,Kemerovo International
2757,IN,MYQ,MYQ,Mysore,Mysore
2758,HR,PUY,PUY,Pula,Pula
2759,CA,YGR,YGR,"Les Îles-de-la-Madeleine, Quebec",Îles-de-la-Madeleine
2760,MX,CPE,CPE,Campeche,Campeche International
2761,MV,DRV,DRV,Dharavandhoo,Dharavandhoo
2762,KZ,DZN,DZN,Jezkazgan,Zhezkazgan
2763,RU,NYA,NYA,Nyagan,Nyagan
2764,JP,MMD,MMD,Minamidaito,Minami-Daito
2765,IT,TRN,TRN,Turin,Turin
2766,US,AUG,AUG,Augusta,Augusta State
2767,GR,IOA,IOA,Ioannina,Ioannina National
2768,ID,BDJ,BDJ,Banjarmasin,Syamsudin Noor International
2769,VU,NUS,NUS,Norsup,Norsup
2770,CA,YEV,YEV,Inuvik,Inuvik (Mike Zubko)
2771,SE,NYO,STO,Stockholm,Stockholm Skavsta
2772,JP,IWJ,IWJ,Masuda,Iwami
2773,ID,LWE,LWE,Lewoleba,Wonopito
2774,CA,YWP,YWP,Webequie First Nation,Webequie Airport
2775,TW,LZN,LZN,"Nangan, Lienchiang",Matsu Nangan
2776,MX,CLQ,CLQ,Colima,Colima
2777,NZ,PMR,PMR,Palmerston North,Palmerston North
2778,ID,MKQ,MKQ,Merauke,Mopah International
2779,WF,FUT,FUT,Futuna,Pointe Vele
2780,US,LGB,LGB,Long Beach,Long Beach
2781,ID,LMU,LMU,Jemaja Island,Letung Airport
2782,AO,MSZ,MSZ,Namibe,Namibe
2783,TC,PLS,PLS,Providenciales,Providenciales International
2784,NO,TRF,OSL,Oslo,"Sandefjord Airport, Torp"
2785,RO,SBZ,SBZ,Sibiu,Sibiu International
2786,BR,TXF,TXF,Teixeira de Freitas,Teixeira de Freitas
2787,PY,ASU,ASU,Asunción,Silvio Pettirossi International
2788,AR,CNQ,CNQ,Corrientes,Doctor Fernando Piragine Niveyro International
2789,US,CNY,CNY,Moab,Canyonlands Field
2790,DK,CPH,CPH,Copenhagen,Airport Copenhagen
2791,ID,KNO,MES,Medan,Kualanamu International
2792,SO,GGR,GGR,Garoe,Garowe
2793,TV,FUN,FUN,Funafuti,Funafuti International
2794,US,SBP,SBP,San Luis Obispo,San Luis Obispo County Regional
2795,AU,MIM,MIM,Merimbula,Merimbula
2796,FR,ZSE,ZSE,Saint-Pierre,Pierrefonds
2797,US,MFR,MFR,Medford,Rogue Valley International–Medford
2798,PG,GUR,GUR,Alotau,Gurney
2799,US,PDX,PDX,Portland,Portland International
2800,CA,KEW,KEW,Keewaywin,Keewaywin
2801,GL,SFJ,SFJ,Kangerlussuaq,Kangerlussuaq
2802,AF,KHT,KHT,Khost,Khost Airport
2803,TZ,MWZ,MWZ,Mwanza,Mwanza
2804,RU,ULV,ULY,Ulyanovsk,Ulyanovsk Baratayevka
2805,CA,YUY,YUY,Rouyn-Noranda,Rouyn-Noranda
2806,VG,EIS,TOV,Tortola,Terrance B. Lettsome International
2807,RU,NUX,NUX,Novy Urengoy,Novy Urengoy
2808,FR,NTE,NTE,Nantes,Nantes Atlantique
2809,KN,SKB,SKB,Saint Kitts,Robert L. Bradshaw International
2810,CN,TGO,TGO,Tongliao,Tongliao
2811,PK,LYP,LYP,Faisalabad District,Faisalabad International
2812,CR,TNO,TNO,Tamarindo,Tamarindo
2813,ID,MDC,MDC,Manado,Sam Ratulangi International
2814,IN,IXT,IXT,Pasighat,Pasighat Airport
2815,TR,ISE,ISE,Isparta,Isparta Süleyman Demirel
2816,CN,HSN,HSN,Zhoushan,Zhoushan Putuoshan
2817,UA,IFO,IFO,Ivano-Frankivsk,Ivano-Frankivsk International
2818,ZZ,KDU,KDU,Skardu,Skardu
2819,US,PBG,PBG,Plattsburgh,Plattsburgh International
2820,US,PGV,PGV,Greenville,Pitt–Greenville
2821,GR,JTR,JTR,Santorini,Santorini (Thira) National
2822,FI,KTT,KTT,Kittilä,Kittilä
2823,CD,FIH,FIH,Kinshasa,N djili
2824,SA,GIZ,GIZ,Jizan,Jazan
2825,IN,JSA,JSA,Jaisalmer,Jaisalmer
2826,IN,IXZ,IXZ,Port Blair,Veer Savarkar International
2827,PH,VRC,VRC,"Virac, Catanduanes",Virac
2828,IT,BRI,BRI,Bari,Bari Karol Wojtyła
2829,NG,YOL,YOL,Yola,Yola
2830,CL,SCL,SCL,Santiago de Chile,Comodoro Arturo Merino Benítez International
2831,US,MRY,MRY,Monterey,Monterey Regional
2832,RU,VHV,VHV,Verkhnevilyuysk,Verkhnevilyuysk
2833,RU,MRV,MRV,Mineralnye Vody,Mineralnye Vody
2834,FR,AGF,AGF,Agen,Agen La Garenne
2835,ID,BWX,BWX,Banyuwangi,Blimbingsari
2836,ZA,HLA,JNB,Johannesburg,Lanseria International
2837,CH,BRN,BRN,Bern,Bern
2838,US,SVC,SVC,Silver City,Grant County
2839,BR,JPA,JPA,"João Pessoa, Paraíba",Presidente Castro Pinto International
2840,TJ,KQT,KQT,Qurghonteppa,Qurghonteppa International
2841,HN,UII,UII,Útila,Útila
2842,CA,YHO,YHO,Hopedale,Hopedale
2843,US,OLF,OLF,Wolf Point,L. M. Clayton
2844,RU,UKX,UKX,Ust-Kut,Ust-Kut
2845,TH,USM,USM,Ko Samui,Samui
2846,GL,AOQ,AOQ,Aappilattoq,Aappilattoq-Upernavik Heliport
2847,DO,AZS,AZS,Samaná,Samaná El Catey International
2848,MX,TRC,TRC,Torreón,Torreón International
2849,US,GPT,GPT,Gulfport,Gulfport–Biloxi International
2850,CN,LLB,LLB,Libo County,Libo
2851,NC,ILP,ILP,Isle of Pines,Île des Pins
2852,MM,MNU,MNU,Mawlamyine,Mawlamyine
2853,JP,GAJ,GAJ,Yamagata,Yamagata
2854,US,SMF,SAC,Sacramento,Sacramento International
2855,UY,PDP,PDP,Punta del Este,Capitán de Corbeta Carlos A. Curbelo International
2856,PK,CJL,CJL,Chitral,Chitral
2857,LK,WRZ,WRZ,Weerawila,Weerawila
2858,US,ASE,ASE,Aspen,Aspen–Pitkin County
2859,US,PIH,PIH,Pocatello,Pocatello Regional
2860,US,INL,INL,International Falls,Falls International
2861,PL,LCJ,LCJ,Łódź,Łódź Władysław Reymont
2862,AU,CPD,CPD,Coober Pedy,Coober Pedy
2863,PF,RMT,RMT,Rimatara,Rimatara
2864,BR,BSB,BSB,Brasília,Brasília International
2865,CZ,UHE,UHE,Uherske Hradiste,Kunovice Airport
2866,PT,CVU,CVU,Corvo Island,Corvo
2867,CA,YQY,YQY,Sydney,Sydney/J.A. Douglas McCurdy
2868,MY,IPH,IPH,Ipoh,Sultan Azlan Shah
2869,KE,LOK,LOK,Lodwar,Lodwar
2870,PF,BOB,BOB,Bora Bora,Bora Bora
2871,CN,YNJ,YNJ,Yanji,Yanji Chaoyangchuan International
2872,GR,CFU,CFU,Corfu,Corfu International
2873,US,MCI,MKC,Kansas City,Kansas City International
2874,JP,KKX,KKX,Kikai,Kikai
2875,RU,DHG,DHG,Dalnegorsk,Dalnegorsk
2876,EG,DBB,DBB,El Dabaa,El Alamein International
2877,GN,CKY,CKY,Conakry,Conakry International
2878,IN,HBX,HBX,Hubli,Hubli
2879,RU,INA,INA,Inta,Inta Airport
2880,AU,ONG,ONG,Mornington Island,Mornington Island
2881,IN,NAG,NAG,Nagpur,Dr. Babasaheb Ambedkar International
2882,BR,PGZ,PGZ,Ponta Grossa,Ponta Grossa A.Amilton Beraldo
2883,US,FOD,FOD,Fort Dodge,Fort Dodge Regional
2884,MY,SBW,SBW,Sibu,Sibu
2885,CN,ACX,ACX,"Xingyi, Guizhou",Xingyi Wanfenglin
2886,TN,TOE,TOE,Tozeur,Tozeur–Nefta International
2887,AO,NOV,NOV,Huambo,Albano Machado
2888,PT,SMA,SMA,Santa Maria Island,Santa Maria
2889,US,JHM,JHM,Kapalua,Kapalua
2890,ES,VLL,VLL,Valladolid,Valladolid
2891,TR,DIY,DIY,Diyarbakır,Diyarbakır
2892,TH,HGN,HGN,Mae Hong Son Province,Mae Hong Son
2893,BY,MSQ,MSQ,Minsk,Minsk National
2894,PL,GDN,GDN,Gdańsk,Gdańsk Lech Wałęsa
2895,ZA,PZB,PZB,Pietermaritzburg,Pietermaritzburg
2896,PH,KLO,KLO,Kalibo,Kalibo International
2897,IT,CUF,CUF,Cuneo,Cuneo International
2898,US,AOO,AOO,Altoona,Altoona–Blair County
2899,RU,UUD,UUD,Ulan-Ude,Baikal International
2900,CN,NKG,NKG,Nanjing,Nanjing Lukou International
